Record ID,Location ID,Parent Company,Business Name,Trading Name,Legal Company Name,Business Category,Business Subcategory,Independent / Chain,Number of Locations,Website,Facebook,Instagram,Other Social Media,Address Line 1,Address Line 2,Town / City,County,Postcode,Region,Country,Main Phone,Secondary Phone,Mobile,General Email,Sales Email,Purchasing Email,Contact Name,Contact Position,Contact Source,Companies House Number,Company Status,Registered Company Name,Registered Office,Incorporation Date,Existing Vape Brands,Product Categories,Potential Opportunity,Estimated Retail Type,Supplier Information,Sales Notes,Lead Priority,Priority Reasons,Primary Source,Secondary Source,Source Count,Website Checked,Phone Checked,Email Checked,Companies House Checked,Phone Status,Email Status,Last Verified Date,Verification Status,Data Confidence,Duplicate Review,Contact Type,Marketing Legal Basis,Opt-Out Status,Do Not Contact,Date Collected,Lead Status,Date Added,Last Contact,Next Follow-Up,Contact Method,Salesperson,Outcome,CRM Notes
WY-0117,WY-0117-01,,Mace News & Off Licence,Mace News & Off Licence,,Newsagent,Newsagent with off-licence,Franchise / Symbol Group,1,,,,,Otley Road,Baildon,Shipley,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,,,,,,,news; magazines; alcohol; convenience lines,,Newsagent,,"Independently owned Mace symbol-group newsagent/off-licence on Otley Road, Baildon. Open daily 9am-9pm per listing snippet.",Low,Independent retailer; Relevant category,https://www.yorkshire.com/shipley/shopping/off-license/mace-news-off-licence,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0118,WY-0118-01,,Martinez Wines,Martinez Wines,,Off-Licence,Independent fine wine merchant (with cellar wine bar),Independent,1,https://martinez.co.uk/,,https://www.instagram.com/martinezwines/,https://x.com/martinezwines,35 The Grove,,Ilkley,West Yorkshire,LS29 9NJ,Yorkshire & Humber,England,01943 600000,,,shop@martinez.co.uk,,,,,,,,,,,,fine wine; spirits; beer,,Off-Licence,,Long-established independent wine merchant in Ilkley; listed in the Harpers directory as 'Martinez Fine Wines'. Phone and email as summarised from its own contact page (martinez.co.uk/shop-services/contact/) in search results.,High,Independent retailer; Relevant category; Public email available; Active website; Social presence; Phone verified on official website,https://martinez.co.uk/shop-services/contact/,https://www.instagram.com/martinezwines/,3,No,No,No,No,Verified on official website,Publicly Listed,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0119,WY-0119-01,,Matharu Newsagents,Matharu Newsagents,,Newsagent,,Independent,1,,,,,46 Monk Bridge Road,Meanwood,Leeds,West Yorkshire,LS6 4ER,Yorkshire & Humber,England,0113 275 1851,,,,,,,,,,,,,,,newspapers; magazines; confectionery; tobacco,,Newsagent,,,Low,Independent retailer; Relevant category,https://findit.yorkshireeveningpost.co.uk/search/leeds/newsagent,,1,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0120,WY-0120-01,,Meltham Convenience Store,Meltham Convenience Store,,Convenience Store,Convenience store and off-licence,Independent,1,,,,,30 Meltham Mills Road,,Meltham,West Yorkshire,HD9 4EJ,Yorkshire & Humber,England,01484 618211,,,,,,,,,,,,,,,convenience goods; alcohol; tobacco; newspapers,,Convenience Store,,Listed under Off Licences on Yell and as a convenience store on Gazette Live directory with matching address and phone.,Low,Independent retailer; Relevant category,https://www.yell.com/biz/meltham-convenience-store-holmfirth-9079746/,https://directory.gazettelive.co.uk/company/d9f72795f940854d6693354206b3bc2d,2,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0121,WY-0121-01,,Mister Motivaper,Mister Motivaper,,Vape Shop,Vape retailer,Independent,1,,,,,7 Horse Fair,,Pontefract,West Yorkshire,,Yorkshire & Humber,England,01274 987430,,,,,,,,,,,,,,,vape hardware; e-liquids,,Vape Shop,,"Next door to Vaperites on Horse Fair. Listed phone is a Bradford (01274) number, suggesting possible link to a Bradford-based operator - unconfirmed.",Medium,Independent retailer; Core relevant category,https://ecigdirectory.co.uk/vape-shop/listing/mister-motivaper-pontefract,,1,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0122,WY-0122-01,,Mount Pellon Newsagent,Mount Pellon Newsagent,,Newsagent,Corner shop newsagent with Royal Mail parcel services,Independent,1,,,,,Cross Street West,Mount Pellon,Halifax,West Yorkshire,HX2 0HA,Yorkshire & Humber,England,01422 361609,,,,,,,,,,,,,,,news; convenience; parcel services,,Newsagent,,,Low,Independent retailer; Relevant category,https://www.misterwhat.co.uk/company/573371-mount-pellon-newsagent-halifax,https://www.yorkshire.com/halifax/shopping/corner-shops/mount-pellon-newsagent,2,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0123,WY-0123-01,,Mount Vapes,Mount Vapes,,Vape Shop,,Independent,1,https://mountvapes.co.uk/,https://www.facebook.com/MountVapes/,,,,Boothtown,Halifax,West Yorkshire,HX3 6EE,Yorkshire & Humber,England,07843 846154,,,,,,,,,,,,,,,vape hardware; e-liquids,,Vape Shop,,Shop in the Boothtown area of Halifax with its own website and Facebook page; street address not obtainable (website fetch blocked by network egress proxy).,Medium,Independent retailer; Core relevant category; Active website; Social presence,https://mountvapes.co.uk/,https://vapeshops.puffingbird.com/yorkshire-and-the-humber/halifax/mount-vapes,3,No,No,No,No,Verified directory,Website Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0124,WY-0124-01,,Mytholmroyd Post Office,Mytholmroyd Post Office,,Convenience Store,Post office and newsagent counter,Independent,1,,,,,"Grange Dene, Burnley Road",Mytholmroyd,Mytholmroyd,West Yorkshire,HX7 5LF,Yorkshire & Humber,England,,,,,,,,,,,,,,,,convenience; news; post office services,,Convenience Store,,Early-opening village post office/shop (06:30 weekdays). Post office counter is franchised; retail side independently run.,Low,Independent retailer; Relevant category,https://www.postoffice.co.uk/branch-finder/6314589/mytholmroyd,https://findit.halifaxcourier.co.uk/company/1235285678424065,2,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0125,WY-0125-01,,Nisa Local Knottingley,Nisa Local,,Convenience Store,Symbol group convenience store,Franchise / Symbol Group,1,https://www.nisalocally.co.uk/stores/west-yorkshire/knottingley,https://www.facebook.com/NisaLocalPinewoodPlaceKnottingley/,,,12-14 Pinewood Place,,Knottingley,West Yorkshire,WF11 0QH,Yorkshire & Humber,England,01977 607202,,,,,,,,,,,,,,,grocery; alcohol; convenience,,Convenience Store,Nisa symbol group (Co-op wholesale supply),Independently owned Nisa symbol store; also appears on the official Nisa Locally store finder for Knottingley.,Medium,Independent retailer; Relevant category; Active website; Social presence,https://www.nisalocally.co.uk/stores/west-yorkshire/knottingley,https://www.facebook.com/NisaLocalPinewoodPlaceKnottingley/,4,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0126,WY-0126-01,,Northowram Post Office,Northowram Post Office,,Convenience Store,Family-run convenience store with post office,Independent,1,,,,,62 Towngate,Northowram,Halifax,West Yorkshire,HX3 7DX,Yorkshire & Humber,England,,,,,,,,,,,,,,,,convenience; post office services,,Convenience Store,,Described as a family-run convenience store; long opening hours (to 9pm daily). Post office counter is a franchise of Post Office Ltd but the shop is independently owned.,Low,Independent retailer; Relevant category,https://www.postoffice.co.uk/branch-finder/6204589/northowram,https://www.royalmail.com/services-near-you/post-office/northowram-hx3-7dx,2,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0127,WY-0127-01,,Notay Convenience Store (Premier),Notay Convenience Store,,Convenience Store,Premier symbol group convenience store,Franchise / Symbol Group,1,https://www.premier-stores.co.uk/our-stores/notay-convenience-store,,,,Oakhill Road,,Batley,West Yorkshire,WF17 8JD,Yorkshire & Humber,England,01924 471483,,,,,,,,,,,,,,,convenience goods; alcohol; tobacco; groceries,,Convenience Store,Premier (Booker) symbol group,Independently owned store trading under the Premier fascia; listed on the official Premier Stores locator.,Medium,Independent retailer; Relevant category; Active website,https://www.premier-stores.co.uk/our-stores/notay-convenience-store,,1,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0128,WY-0128-01,,Off Licence and Convenience Store (Cutsyke),Off Licence and Convenience Store,,Off-Licence,Off-licence and convenience store,Independent,1,,,,,2 Leeds Road,Cutsyke,Castleford,West Yorkshire,WF10 5HA,Yorkshire & Humber,England,,,,,,,,,,,,,,,,alcohol; convenience grocery,,Off-Licence,,Registered on the FSA food hygiene register under the generic name 'Off Licence and Convenience Store'; actual fascia/trading name needs on-the-ground or Google Business verification.,Low,Independent retailer; Relevant category,https://ratings.food.gov.uk/business/1268724/off-licence-and-convenience-store-castleford,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0129,WY-0129-01,,Outwood Express,Outwood Express,,Convenience Store,Convenience store / grocer,Independent,1,,,,,,Outwood,Wakefield,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,,,,,,,grocery; convenience,,Convenience Store,,"Listed on Yell under Grocers & Convenience Stores, Wakefield WF1 (Outwood). Full address/phone behind Yell listing which could not be fetched - needs follow-up.",Low,Independent retailer; Relevant category,https://www.yell.com/biz/outwood-express-wakefield-10165328/,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0130,WY-0130-01,,Pakeezah Superstore,Pakeezah,,Independent Supermarket,Asian / halal superstore with curry counter,Independent,1,https://www.pakeezah.com/,https://www.facebook.com/PakeezahGourmet/,,,91 Edderthorpe Street,,Bradford,West Yorkshire,BD3 9UD,Yorkshire & Humber,England,01274 739500,,,info@pakeezah.com,,,,,,,,,,,,halal meat; Asian groceries; fresh produce; prepared foods,,Independent Supermarket,,"Well-known Bradford Asian superstore, open daily 9am-9pm. Address and phone consistent across Thomson Local, Yelp and Hotfrog.",Medium,Independent retailer; Relevant category; Public email available; Active website; Social presence,https://www.thomsonlocal.com/search/supermarkets/bradford-keighley-skipton/pakeezah/1241547/01274739500,https://www.yelp.com/biz/pakeezah-superstore-bradford,3,No,No,Yes,No,Verified directory,Website Found,2026-09-16,Partially Verified,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0131,WY-0131-01,,Phantom Vape Store,Phantom Vapes,,Vape Shop,"Pods, kits, e-liquids and accessories",Independent,1,https://www.phantomvapes.co.uk/,https://www.facebook.com/61578393599194/,,,17 Slaithwaite Road,Thornhill Lees,Dewsbury,West Yorkshire,WF12 9DJ,Yorkshire & Humber,England,,,,,,,,,,,,,,,,vape hardware; pod systems; e-liquids; accessories,,Vape Shop,,Address published on the business's own website (seen in search results); site fetch blocked by proxy so phone/email not captured.,Medium,Independent retailer; Core relevant category; Active website; Social presence,https://www.phantomvapes.co.uk/vape-shop-dewsbury,https://www.facebook.com/61578393599194/,2,No,No,No,No,Not Found,Website Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0132,WY-0132-01,,Phoenix Filling Station,Phoenix Filling Station (BP),Phoenix Filling Station Ltd,Petrol Station / Forecourt,Independent BP-branded 24-hour forecourt with shop,Independent,1,,https://www.facebook.com/phoenixFST/,,,93 Listerhills Road,,Bradford,West Yorkshire,BD7 1JT,Yorkshire & Humber,England,01274 721896,,,,,,,,,11511613,,PHOENIX FILLING STATION LTD,,,,fuel; convenience shop lines,,Petrol Station / Forecourt,,Independently owned limited company operating a BP-branded 24/7 forecourt with well-stocked shop near the university quarter.,Medium,Independent retailer; Relevant category; Social presence,https://find-and-update.company-information.service.gov.uk/company/11511613,https://www.mylocalservices.co.uk/Phoenix+Filling+Station-Bradford-2646217.html,3,No,No,No,Yes,Verified directory,Not Found,2026-09-16,Partially Verified,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0133,WY-0133-01,,Premier (Bingley Convenience Store),Premier Bingley Convenience Store,,Convenience Store,Symbol-group convenience store,Franchise / Symbol Group,1,,,,,,,Bingley,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,,,,,,,convenience lines; groceries; alcohol,,Convenience Store,,Independently owned Premier (Booker) symbol store in Bingley. Street address not captured - needs enrichment.,Low,Independent retailer; Relevant category,https://www.yorkshire.com/bingley/shopping/corner-shops/premier-bingley-convenience-store,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0134,WY-0134-01,,Premier Hemsworth,Premier,,Convenience Store,Symbol group convenience store,Franchise / Symbol Group,1,,,,,51-55 Barnsley Road,,Hemsworth,West Yorkshire,WF9 4QZ,Yorkshire & Humber,England,,,,,,,,,,,,,,,,grocery; alcohol; tobacco; convenience,,Convenience Store,Premier symbol group (Booker supply),Independently owned Premier (Booker) symbol store.,Low,Independent retailer; Relevant category,https://hemsworth.ukintouch.com/convenience-store/premier-hemsworth/,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0135,WY-0135-01,,Premier Wholesale Cash & Carry,Premier Wholesale Cash & Carry,,Cash & Carry,General cash and carry wholesaler,Independent,1,,,,,Clough Lane,Paddock,Huddersfield,West Yorkshire,HD1 4UW,Yorkshire & Humber,England,,,,,,,,,,,,,,,,wholesale groceries; discount goods,,Cash & Carry,,"Listed on Yell under Discount Stores / cash and carry at Clough Lane, Paddock; no relation to the Premier symbol group confirmed.",Medium,Independent retailer; Core relevant category,https://www.yell.com/biz/premier-wholesale-cash-and-carry-huddersfield-943025/,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0136,WY-0136-01,,"Quix Newsagents, Off Licence & Convenience Store",Quix,,Convenience Store,"Newsagent, off-licence & convenience store",Independent,1,,,,,,,Shipley,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,,,,,,,news; alcohol; convenience lines,,Convenience Store,,Combined newsagent/off-licence/convenience store listed under Shipley corner shops. Street address not captured - needs enrichment.,Low,Independent retailer; Relevant category,https://www.yorkshire.com/shipley/shopping/corner-shops/quix-newsagents-off-licence-convenience-store,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0137,WY-0137-01,,Rahien Mini Market,Rahien Mini Market,,Convenience Store,Mini market,Independent,1,,,,,Queen's Road,Headingley / Hyde Park,Leeds,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,,,,,,,groceries; everyday essentials,,Convenience Store,,Highly rated local mini market serving the Headingley student area; street number not published in sources found.,Low,Independent retailer; Relevant category,https://www.yorkshire.com/headingley/shopping/markets/rahien-mini-market,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0138,WY-0138-01,,Revo Vapes,Revo Vapes,,Vape Shop,,Independent,1,,,,,"Unit 1a, 91 Queen Street",,Morley,West Yorkshire,LS27 8DW,Yorkshire & Humber,England,,,,,,,,,,,,,,,,vape hardware; e-liquids,,Vape Shop,,Vape shop in Morley town centre (Morley South ward).,Medium,Independent retailer; Core relevant category,https://revo-vapes.wheree.com/,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0139,WY-0139-01,,Ryans The Tobacconist,Ryans,,Tobacco Specialist,"Traditional tobacconist - cigars, pipes, tobacco",Independent,1,https://www.ryanstobacconist.co.uk/,https://www.facebook.com/ryans.tobacconist/,https://www.instagram.com/ryansthetobacconist/,,5 The Headrow,City Centre,Leeds,West Yorkshire,LS1 6PU,Yorkshire & Humber,England,0113 242 2585,,,Ryans.2000@outlook.com,,,,,,,,,,,,cigarettes; cigars; pipe tobacco; smoking accessories,,Tobacco Specialist,,"Described as the sole traditional and modern tobacconist in Leeds, trading for more than 40 years. Email as published on their contact page (surfaced in search results).",High,Independent retailer; Core relevant category; Public email available; Active website; Social presence,https://www.ryanstobacconist.co.uk/contact-us,https://wegetyoufound.co.uk/listings/ryans/leeds/tobacco-shop,2,No,No,No,No,Verified directory,Publicly Listed,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0140,WY-0140-01,,SMKD,SMKD,SMKD Vape Limited,Vape Shop,Online vape retailer with same-day West Yorkshire delivery (former multi-store chain),Independent,1,https://smkd.com/,https://www.facebook.com/SmkdVapeShop/,,,"Unit 7, Bradford Chamber Business Park",New Lane,Bradford,West Yorkshire,BD4 8BX,Yorkshire & Humber,England,01274 270303,,,info@smkd.com,,,,,,,,,,,,vape hardware; e-liquids; disposables,,Vape Shop,,"IMPORTANT: the former SMKD retail chain (operated by Smokers Delight Ltd, with stores in Leeds Central Arcade, Huddersfield 7 High Street HD1 2LT, Wakefield Ridings Centre, Bradford John Street, Shipley, Keighley, Cleckheaton, Garforth, Wetherby, Hemsworth, Pontefract) has CLOSED all its physical shops. SMKD Vape Limited took over the SMKD brand/website and trades online from Bradford (BD4 8BX) with free same-day delivery over GBP 25 across most of West Yorkshire. Store-locator pages remain live on smkd.com but describe closed shops - do NOT treat them as live retail locations. Prospect value: active online vape retailer/brand owner in Bradford.",High,Independent retailer; Core relevant category; Public email available; Active website; Social presence; Phone verified on official website,https://smkd.com/vape-shop-locator/,https://smkd.com/vape-shop-locator/huddersfield-vape-shop-high-street/,4,Yes,No,No,No,Verified on official website,Publicly Listed,2026-09-16,Partially Verified,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0141,WY-0141-01,,SPAR Huddersfield Road,"SPAR Huddersfield Road, Elland",,Convenience Store,SPAR symbol group convenience store with off-licence,Franchise / Symbol Group,1,https://www.spar.co.uk/store-locator/hal32443-spar-huddersfield-road,,,,Huddersfield Road,,Elland,West Yorkshire,HX5 9AA,Yorkshire & Humber,England,01422 648232,,,,,,,,,,,,,,,"convenience; beers, wines and spirits",,Convenience Store,SPAR UK (James Hall & Co is the SPAR wholesaler for the North of England),Store operator (independent retailer vs company-owned) not established; listed on the official SPAR UK store locator.,Medium,Independent retailer; Relevant category; Active website,https://www.spar.co.uk/store-locator/hal32443-spar-huddersfield-road,https://www.openingtimesin.uk/spar-elland,3,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0142,WY-0142-01,,SPAR Outwood,SPAR Outwood,,Convenience Store,Symbol group convenience store,Franchise / Symbol Group,1,https://www.spar.co.uk/store-locator/afb49926-spar-outwood,,,,Potovens Lane,Outwood,Wakefield,West Yorkshire,WF1 2LE,Yorkshire & Humber,England,01924 822641,,,,,,,,,,,,,,,grocery; alcohol; food to go,,Convenience Store,SPAR symbol group (likely James Hall & Co territory for North of England),On the official SPAR UK store locator. Operator (independent retailer vs company-owned) not established; SPAR stores in this area are commonly independently owned.,Medium,Independent retailer; Relevant category; Active website,https://www.spar.co.uk/store-locator/afb49926-spar-outwood,https://www.192.com/atoz/business/wakefield-wf1/convenience-stores/spar-outwood/9bb09a8d82ab0999cf3197b0d056b3add8363126/ugc/,3,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0143,WY-0143-01,,SaveCo Cash & Carry Bradford,SaveCo Cash & Carry,The Meat Company Bradford Ltd,Cash & Carry,Halal supermarket & food cash and carry,Independent,1,https://savecobradford.co.uk/,https://www.facebook.com/savecobradford/,,,"Carter Gear Works, Thornbury Road",,Bradford,West Yorkshire,BD3 8HE,Yorkshire & Humber,England,01274 665555,,,,,,,,,,,,,,,HMC halal meat; world foods; groceries; fresh produce,,Cash & Carry,,"Award-winning halal supermarket / cash & carry. HMC lists operator as 'The Meat Company Bradford Ltd t/a SaveCo Cash & Carry'; a local directory also lists 'SaveCo Cash & Carry Ltd' at this address, and the webshop trades as SaveCo Online Ltd - Companies House verification of the operating entity recommended.",Medium,Independent retailer; Core relevant category; Active website; Social presence,https://savecobradford.co.uk/,https://www.yell.com/biz/saveco-cash-and-carry-bradford-9304267/,4,No,No,No,No,Verified directory,Website Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0144,WY-0144-01,,Select Newsagent,Select Newsagent,,Newsagent,Newsagent and convenience store,Independent,1,,,,,18 Lee Green,,Mirfield,West Yorkshire,WF14 0AB,Yorkshire & Humber,England,01924 695779,,,,,,,,,,,,,,,newspapers; magazines; convenience goods; confectionery,,Newsagent,,,Low,Independent retailer; Relevant category,https://mirfield.cylex-uk.co.uk/company/select-newsagent-28742458.html,https://mirfield.ukintouch.com/convenience-store/select-newsagent/,2,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0145,WY-0145-01,,Shans Supermarket,Shans Supermarket,,Independent Supermarket,Multicultural halal supermarket,Independent,1,,https://www.facebook.com/ShansSupermarket/,,,Alice Street,,Keighley,West Yorkshire,,Yorkshire & Humber,England,01535 667889,,,,,,,,,,,,,,,fresh halal meat; spices; grains; pulses; world food ingredients,,Independent Supermarket,,"Described as Keighley's first multicultural halal supermarket, town-centre location on Alice Street.",Medium,Independent retailer; Relevant category; Social presence,https://www.facebook.com/ShansSupermarket/,https://www.yorkshire.com/keighley/shopping/supermarkets/shans-supermarket,2,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0146,WY-0146-01,,Sheepridge Off Licence,Sheepridge Off Licence,Sheepridge Off Licence Limited,Off-Licence,Off-licence and convenience store,Independent,1,,,,,73 Lawrence Road,,Huddersfield,West Yorkshire,HD1 4LW,Yorkshire & Humber,England,,,,,,,,,,,,,,,,alcohol; convenience goods,,Off-Licence,,192.com lists the business as a limited company ('Sheepridge Off Licence Limited'); Companies House record not opened so number/status not recorded.,Low,Independent retailer; Relevant category,https://www.192.com/atoz/business/huddersfield-hd1/convenience-stores/sheepridge-off-licence-limited/bfc32af555a5eed742b2bfb4d8a2acd75ab80d62/comp/,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0147,WY-0147-01,,Shoesmiths Tobacconist,Totally Wicked at Shoesmiths,,Tobacco Specialist,Traditional tobacconist and cigar shop,Independent,1,,https://www.facebook.com/shoesmiths/,,,65 Commercial Street,,Halifax,West Yorkshire,HX1 1BE,Yorkshire & Humber,England,,,,,,,,,,,,,,,Totally Wicked,tobacco; cigars; vape hardware; e-liquids,,Tobacco Specialist,Authorised Totally Wicked stockist,"Long-established traditional tobacconist next to the Victoria Theatre; Facebook page branded 'Totally Wicked at Shoesmiths'. eCig Directory lists 'Smokers D'Lite' vape business at the same address (65 Commercial Street), likely a counter within or a former name.",Medium,Independent retailer; Core relevant category; Social presence,https://www.facebook.com/shoesmiths/,https://www.bigreddirectory.com/shoesmiths-tobacconist-halifax,3,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0148,WY-0148-01,,Smoke-King Tobacconist,Smoke-King,,Tobacco Specialist,"Tobacconist - cigars, pipes, tobacco, online store",Independent,1,https://www.smoke-king.co.uk/,https://www.facebook.com/smokekinguk/,,,"Unit E2, Otley Mills",Ilkley Road,Otley,West Yorkshire,LS21 3EE,Yorkshire & Humber,England,0113 217 7723,,,enquiries@smoke-king.co.uk,,,,,,,,,,,,cigars; cigarettes; pipe tobacco; smoking accessories,,Tobacco Specialist,,Founded 1989 as Greens of Leeds on The Headrow; now trades from a showroom at Otley Mills (inside Barber & Bennett) plus a large online store. Showroom open Tue-Sat 11:00-15:00.,High,Independent retailer; Core relevant category; Public email available; Active website; Social presence,https://www.smoke-king.co.uk/pages/tobacconist-in-otley,https://www.smoke-king.co.uk/pages/contact,4,No,No,Yes,No,Verified directory,Website Found,2026-09-16,Partially Verified,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
